x,y,theta,speed,lookahead_distance,p_gain,i_gain,path_p_gain,path_i_gain,distance_threshold,angle_threshold
1.562,-3.112,3.141592653589793,1.0101976215319912,0.21321091193684152,2.0,0.01,0.6,0.1,0.1,0.1
1.5662831215606599,-3.0973869970283374,3.141592653589793,1.0115596348057339,0.21335459584048808,2.0,0.01,0.6,0.1,0.0,0.0
1.5705662431213196,-3.0827739940566743,3.141592653589793,1.0141441937504636,0.21362698499667795,2.0,0.01,0.6,0.1,0.0,0.0
1.5748493646819794,-3.0681609910850116,3.141592653589793,1.0177137258211197,0.21400261134376466,2.0,0.01,0.6,0.1,0.0,0.0
1.5791324862426392,-3.053547988113349,3.141592653589793,1.0219955251451678,0.21445232251372925,2.0,0.01,0.6,0.1,0.0,0.0
1.583415607803299,-3.038934985141686,3.141592653589793,1.0267395958727237,0.21494948665738323,2.0,0.01,0.6,0.1,0.0,0.0
1.5876987293639588,-3.024321982170023,3.141592653589793,1.0317529165403418,0.21547362076206772,2.0,0.01,0.6,0.1,0.0,0.0
1.5919818509246186,-3.0097089791983604,3.141592653589793,1.036906965514478,0.2160111419537231,2.0,0.01,0.6,0.1,0.0,0.0
1.5962649724852784,-2.9950959762266973,3.141592653589793,1.0421270126359197,0.21655418621817588,2.0,0.01,0.6,0.1,0.0,0.0
1.6005480940459382,-2.9804829732550346,3.141592653589793,1.0473748286769333,0.2170987500895894,2.0,0.01,0.6,0.1,0.0,0.0
1.604831215606598,-2.9658699702833715,3.141592653589793,1.0526331259410222,0.2176430349617143,2.0,0.01,0.6,0.1,0.0,0.0
1.6091143371672578,-2.951256967311709,3.141592653589793,1.057894971638646,0.2181863279945356,2.0,0.01,0.6,0.1,0.0,0.0
1.6133974587279176,-2.936643964340046,3.141592653589793,1.063157894736842,0.21872838239048423,2.0,0.01,0.6,0.1,0.0,0.0
1.6176805802885774,-2.9220309613683835,3.141592653589793,1.068421052631579,0.2192691208730063,2.0,0.01,0.6,0.1,0.0,0.0
1.6219637018492372,-2.9074179583967203,3.141592653589793,1.0736842105263158,0.21980852911951396,2.0,0.01,0.6,0.1,0.0,0.0
1.626246823409897,-2.8928049554250577,3.141592653589793,1.0789473684210529,0.22034661689925575,2.0,0.01,0.6,0.1,0.0,0.0
1.6305299449705568,-2.8781919524533945,3.141592653589793,1.0842105263157895,0.22088339386248693,2.0,0.01,0.6,0.1,0.0,0.0
1.6348130665312166,-2.863578949481732,3.141592653589793,1.0894736842105266,0.22141886954248885,2.0,0.01,0.6,0.1,0.0,0.0
1.6390961880918764,-2.848965946510069,3.141592653589793,1.0947368421052632,0.22195305335754417,2.0,0.01,0.6,0.1,0.0,0.0
1.6433793096525362,-2.834352943538406,3.141592653589793,1.1,0.22248595461286988,2.0,0.01,0.6,0.1,0.0,0.0
1.647662431213196,-2.8197399405667434,3.141592653589793,1.1052631578947367,0.22301758250250842,2.0,0.01,0.6,0.1,0.0,0.0
1.6519455527738558,-2.8051269375950807,3.141592653589793,1.1105263157894738,0.2235479461111784,2.0,0.01,0.6,0.1,0.0,0.0
1.6562286743345156,-2.7905139346234176,3.141592653589793,1.1157894736842104,0.22407705441608577,2.0,0.01,0.6,0.1,0.0,0.0
1.6605117958951754,-2.775900931651755,3.141592653589793,1.1210526315789475,0.2246049162886971,2.0,0.01,0.6,0.1,0.0,0.0
1.664794917455835,-2.761287928680092,3.141592653589793,1.1263157894736842,0.2251315404964746,2.0,0.01,0.6,0.1,0.0,0.0
1.6690780390164948,-2.746674925708429,3.141592653589793,1.1315789473684208,0.2256569357045755,2.0,0.01,0.6,0.1,0.0,0.0
1.6733611605771546,-2.7320619227367664,3.141592653589793,1.1368421052631579,0.22618111047751557,2.0,0.01,0.6,0.1,0.0,0.0
1.6776442821378144,-2.7174489197651037,3.141592653589793,1.142140717435572,0.22670759203123464,2.0,0.01,0.6,0.1,0.0,0.0
1.6819274036984742,-2.7028359167934406,3.141592653589793,1.1475269082897597,0.22724152541522685,2.0,0.01,0.6,0.1,0.0,0.0
1.686210525259134,-2.688222913821778,3.141592653589793,1.1531793729405297,0.22780050874026564,2.0,0.01,0.6,0.1,0.0,0.0
1.6904936468197937,-2.6736099108501152,3.141592653589793,1.1595489374819414,0.2284287682991951,2.0,0.01,0.6,0.1,0.0,0.0
1.6947767683804535,-2.658996907878452,3.141592653589793,1.1676243468687955,0.22922280778556,2.0,0.01,0.6,0.1,0.0,0.0
1.6990598899411133,-2.6443839049067894,3.141592653589793,1.1792697696811163,0.2303630604842066,2.0,0.01,0.6,0.1,0.0,0.0
